CastID,Name,DOB
6073955,Florence Pugh,1996-1-3
7340546,Eliza Scanlen,1999-1-6
0000368,Laura Dern,1967-2-10
3154303,Timothée Chalamet,1995-12-27
0504832,Tracy Letts,1965-7-4
0644022,Bob Odenkirk,1962-10-22
3584268,"James Norton
(VIII)",1985-7-18
0308039,Louis Garrel,1983-6-14
1159251,Jayne Houdyshell,1953-9-25
0177933,"Chris Cooper
(I)",1951-7-9
0000658,Meryl Streep,1949-6-22
9770180,"Rafael Silva
(XIII)",1990-9-7
6251353,Mason Alban,
9189209,Emily Edström,
0687694,Maryann Plunkett,1953-0-0
6044874,Hadley Robinson,1995-1-0
0002907,Alexander Skarsgård,1976-8-25
0000173,Nicole Kidman,1967-6-20
0051903,Claes Bang,1967-4-28
0000160,Ethan Hawke,1970-11-6
5896355,Anya Taylor-Joy,1996-4-16
6625833,Gustav Lindh,1995-6-4
11830110,"Elliott Rose
(I)",
0000353,Willem Dafoe,1955-7-22
4969843,"Phill Martin
(II)",
6198408,Eldar Skar,
0288260,Olwen Fouéré,
11542893,Edgar Abram,
7801403,Jack Gassmann,
0797614,Ingvar Sigurdsson,1963-11-22
10861182,Oscar Novak,
1546538,"Jack Walsh
(VII)",
0001951,Björk,1965-11-21
1613839,"Ian Whyte
(II)",1971-9-17
4855517,Simu Liu,1989-4-19
5377144,Awkwafina,1988-6-2
0504897,Tony Chiu-Wai Leung,1962-6-27
0001426,Ben Kingsley,1943-12-31
12000124,Meng'er Zhang,1987-4-22
2371196,Fala Chen,1982-2-24
0000706,Michelle Yeoh,1962-8-6
0950757,Wah Yuen,1950-9-2
8108730,Florian Munteanu,
5869658,"Andy Le
(III)",
1592063,Paul W. He,
12514072,Jayden Zhang,
12883072,Elodie Fong,
12839220,Arnold Sun,
3513533,Stephanie Hsu,1990-11-25
4124946,Kunal Dudheker,
0157796,Tsai Chin,1933-9-1
0519023,"Jodi Long
(I)",1954-1-7
0005517,Gabrielle Union,1972-10-29
0103785,Zach Braff,1975-4-6
0159776,"Erika Christensen
(I)",1982-8-19
1185445,Timon Kyle Durrett,
5804646,Journee Brown,
4814017,Kylie Rogers,2004-2-18
4356347,"Andre Robinson
(III)",
12348405,Caylee Blosenski,
5619095,Aryan Simhadri,
12270022,Leo Abelo Perry,
7835124,Mykal-Michelle Harris,2012-3-6
11944732,"Christian Cote
(II)",
11944731,Sebastian Cote,
8302891,Luke Prael,2002-11-26
0199590,"Brittany Daniel
(I)",1976-3-17
0199603,Cynthia Daniel,1976-3-17
1158732,Simeon Othello Daise,
11217363,Alijah Francis,
1212722,Benedict Cumberbatch,1976-7-19
0000379,Kirsten Dunst,1982-4-30
0687146,Jesse Plemons,1988-4-2
2240346,Kodi Smit-McPhee,1996-6-13
0501501,Geneviève Lemon,0-4-21
0705680,Kenneth Radley,
2407067,"Sean Keenan
(II)",1993-1-18
2277047,"George Mason
(IV)",
9078712,Ramontay McConnell,
7212536,"David Denis
(IV)",
1959207,Cohen Holloway,
12858638,Max Mata,
8187625,"Josh Owen
(IV)",
4592485,"Alistair Sewell
(I)",
0132426,"Eddie Campbell
(I)
(1949–2020)",1949-0-0
2129444,Alice Englert,1994-6-15
4277617,"Bryony Skillington
(I)",
0238444,Jacque Drew,1964-2-28
3434305,Abbi Jacobson,1984-2-1
1144419,"Danny McBride
(IV)",1976-12-29
0748973,Maya Rudolph,1972-7-27
5106831,Michael Rianda,
2765191,"Eric André
(I)",1984-4-4
1469236,Olivia Colman,1974-1-30
0035488,Fred Armisen,1966-12-4
3080722,Beck Bennett,
4178979,Chrissy Teigen,1985-11-30
1775466,"John Legend
(I)",1978-12-28
2304722,Charlyne Yi,1986-1-4
3386916,"Blake Griffin
(II)",1989-3-16
0005277,Conan O'Brien,1963-4-18
8879034,Doug the Pug,
3596979,Melissa Sturm,
2511956,Doug Nicholas,
6421259,Madeleine McGraw,2008-12-22
12518685,Ellen Wightman,
1869101,Ana de Armas,1988-4-30
0004778,Adrien Brody,1973-4-14
0134072,Bobby Cannavale,1970-5-3
0629855,Julianne Nicholson,1971-7-1
0226813,Garret Dillahunt,1964-11-24
0936607,Rebecca Wisocky,1971-11-12
1058940,Scoot McNairy,1977-11-11
0668139,Sara Paxton,1988-4-25
0403947,Toby Huss,1966-12-9
0308208,"Spencer Garrett
(I)",1963-9-19
1882152,"Xavier Samuel
(I)",1983-12-10
2192439,Lucy DeVito,1983-3-11
0219748,"Catherine Dent
(I)",1965-4-14
2251716,"Haley Webb
(I)",1985-11-25
0930570,"Evan Williams
(I)",
0124873,"Dan Butler
(I)",1954-12-2
0726180,Eden Riegel,1981-1-1
0068709,Ned Bellamy,1957-5-7
2064295,Utkarsh Ambudkar,1983-12-8
1039930,Sean Kenin,1972-10-7
2482007,"Jake Green
(I)",
13153558,"Aaron Harris
(XXXV)",
0005051,Dominique Jennings,1965-10-30
0532461,Justina Machado,1972-9-6
0670408,Simon Pegg,1970-2-14
1043126,Skyler Stone,1979-1-1
1925154,Vincent Tong,1980-5-2
0096190,Theodore Borders,1982-8-25
0364814,"Jason Harris
(I)",1969-7-25
8057105,"Kristin McGuire
(II)",
3887139,Shakira Ja'nai Paye,
0741612,Peter Pamela Rose,
6200172,Jason Linere-White,
0000237,John Travolta,1954-2-18
0000235,Uma Thurman,1970-4-29
0000168,Samuel L. Jackson,1948-12-21
0000246,"Bruce Willis
(I)",1955-3-19
0000619,"Tim Roth
(I)",1961-5-14
0001625,"Amanda Plummer
(I)",1957-3-23
0522503,Laura Lovelace,
0482851,Phil LaMarr,1967-1-24
0001844,"Frank Whaley
(I)",1963-7-20
0824882,Burr Steers,1965-10-8
0000609,Ving Rhames,1959-5-12
0129538,"Paul Calderon
(I)",1959-0-0
0302345,Bronagh Gallagher,1972-0-0
0000275,Rosanna Arquette,1959-8-10
0000655,"Eric Stoltz
(I)",1961-9-30
0387533,Jerome Patrick Hoban,
0318402,"Michael Gilden
(1962–2006)",1962-9-22
0794967,Gary Shorelle,
5301405,Mia Goth,1993-10-25
4911194,Jenna Ortega,2002-9-27
0811242,"Brittany Snow
(I)",1986-3-9
3264596,Kid Cudi,1984-1-30
0376540,"Martin Henderson
(I)",1974-10-8
3338805,"Owen Campbell
(I)",
0881831,Stephen Ure,1958-3-28
1197230,James Gaylyn,1954-2-20
0695306,Simon Prast,
0230781,"Geoff Dolan
(I)",1964-12-29
2286906,Matthew J. Saville,
4277617,"Bryony Skillington
(I)",
0000117,Neve Campbell,1973-10-3
0001073,Courteney Cox,1964-6-15
0000274,"David Arquette
(I)",1971-9-8
4574440,"Melissa Barrera
(III)",1990-7-4
4425051,"Jack Quaid
(I)",1992-4-24
5700898,Mikey Madison,1999-3-25
4911194,Jenna Ortega,2002-9-27
1910255,Dylan Minnette,1996-12-29
5506401,Jasmin Savoy Brown,1994-3-21
2864252,Mason Gooding,1996-11-14
5344800,Sonia Ammar,1999-2-19
0005420,"Marley Shelton
(I)",1974-4-12
0000240,Skeet Ulrich,1970-1-20
0973177,Kyle Gallner,1986-10-22
1811747,Chester Tam,
8677810,Reggie Conquest,
0000525,Heather Matarazzo,1982-11-10
0196658,Brooke Barnhill,
0001674,"Chris Rock
(I)",1965-2-7
0001774,Ben Stiller,1965-11-30
0001710,"David Schwimmer
(I)",1966-11-2
0000586,Jada Pinkett Smith,1971-9-18
0056187,Sacha Baron Cohen,1971-10-13
0147825,Cedric the Entertainer,1964-4-24
0725200,"Andy Richter
(I)",1966-10-28
0569891,"Tom McGrath
(IV)",1964-8-7
0971017,"Christopher Knights
(I)",1972-10-18
1844237,"Chris Miller
(V)",1968-1-20
0970447,"Conrad Vernon
(I)",1968-7-11
0201509,"Eric Darnell
(I)",1961-8-21
0184748,David Cowgill,1960-12-8
0032151,Steve Apostolina,1958-10-9
0672330,"Elisa Gabrielli
(I)",1959-0-0
0661490,Devika Parikh,1966-11-3
1019583,David P. Smith,1968-0-0
0970606,"Cody Cameron
(I)",1970-10-12
2353862,"Dev Patel
(I)",1990-4-23
2539953,Alicia Vikander,1988-10-3
0249291,Joel Edgerton,1974-6-23
0002004,Sarita Choudhury,1966-8-18
8272760,Anaïs Rizzo,1997-5-11
2208050,"Joe Anderson
(VII)",
1440097,"Noelle Brown
(I)",
12778428,Nita Mishra,
11387014,Tara Mae,
5160752,Atheena Frizzell,
0365317,"Sean Harris
(I)",1966-0-0
0225483,Kate Dickie,1971-4-25
0570375,Chris McHallem,1960-0-0
0408591,Ralph Ineson,1969-12-15
12778430,"Emmet O'Brien
(II)",
0175796,"Brendan Conroy
(I)",
0189724,Donncha Crowley,
4422686,Barry Keoghan,1992-10-17
1475594,Channing Tatum,1980-4-26
9208180,Ryder McLaughlin,
3590810,Aavi Haas,
4380467,"Luke Forbes
(I)",
12450894,Donovan Hunter,
13409893,Peter Ostrander,
13409894,Trey Panella,
9251120,Patrick Perlaky,
11577563,"Devin White
(XIII)",
12450892,"John Dixon
(LVII)",
12450891,Trent McDonald,
2750563,"Luke Jones
(V)",
6530137,Skyler Joy,
1658627,Cole Walliser,1981-7-15
3121198,Tory Freeth,1993-10-22
2111860,Patricia Isaac,
13409895,Ann Drake Forbes,
8287501,Emmy Raver-Lampman,1988-9-5
0000111,"Matthew Broderick
(I)",1962-3-21
0000460,Jeremy Irons,1948-9-19
0000469,James Earl Jones,1931-1-17
0000155,Whoopi Goldberg,1955-11-13
0000100,Rowan Atkinson,1955-1-6
0129295,Niketa Calame-Harris,1980-11-10
0191906,"Jim Cummings
(I)",1952-11-3
0347039,"Robert Guillaume
(1927–2017)",1927-11-30
0446702,"Moira Kelly
(I)",1968-3-6
0001447,"Nathan Lane
(I)",1956-2-3
0494922,"Zoe Leader
(1949–2015)",1949-7-1
0001507,Cheech Marin,1946-7-13
0754676,Ernie Sabella,1949-9-19
0801672,"Madge Sinclair
(1938–1995)",1938-4-28
0001795,"Jonathan Taylor Thomas
(I)",1981-9-8
0919798,"Frank Welker
(I)",1946-3-12
0146681,Cathy Cavadini,1961-4-21
0243804,Judi M. Durand,
0000146,Ralph Fiennes,1962-12-22
2605345,Gemma Arterton,1986-2-2
0406975,Rhys Ifans,1967-7-22
6170168,"Harris Dickinson
(I)",1996-6-24
0005023,Djimon Hounsou,1964-4-24
6578548,Shaun Yusuf McKee,
5391162,"Peter York
(V)",
0328828,"Matthew Goode
(I)",1978-4-3
0001097,"Charles Dance
(I)",1946-10-10
0487884,Alexandra Maria Lara,1978-11-12
11742393,"Alexander Shaw
(V)",
5906148,Bevan Viljoen,
0779785,"Shaun Scott
(I)",1954-0-0
1527333,Andrew Bridgmont,
3689528,Olivier Richters,
5638960,Valerie Pachner,1987-6-26
0117709,"Daniel Brühl
(I)",1978-6-16
2056274,"Joel Basman
(I)",1990-1-23
0001736,Pauly Shore,1968-2-1
1417647,Jon Heder,1977-10-26
0444786,"Tom Kenny
(I)",1962-7-13
0409654,Dmitriy Iosifov,1965-10-22
9301064,Eliza Martirosova,
9867879,"Filipp Lebedev
(II)",
6362474,Diomid Vinogradov,
5506509,Irina Kireeva,
2428881,Anton Eldarov,
0901312,Aleksey Voytyuk,
6362473,Aleksandr Gavrilin,
8840305,Ryan Broderick,
12752967,Vitaliy Loiko,
0147147,Henry Cavill,1983-5-5
0000255,Ben Affleck,1972-8-15
2933757,Gal Gadot,1985-4-30
0010736,"Amy Adams
(III)",1974-8-20
3570321,"Ray Fisher
(V)",
0597388,Jason Momoa,1979-8-1
3009232,"Ezra Miller
(I)",1992-9-30
0000353,Willem Dafoe,1955-7-22
0251986,Jesse Eisenberg,1983-10-5
0000460,Jeremy Irons,1948-9-19
0000178,"Diane Lane
(I)",1965-1-22
0001567,"Connie Nielsen
(I)",1965-7-3
0799777,J.K. Simmons,1955-1-9
0001354,Ciarán Hinds,1953-2-9
4404779,Ryan Zheng,1986-4-17
1720028,Amber Heard,1986-4-22
0608012,"Joe Morton
(I)",1947-10-18
2966840,Lisa Loven Kongsli,1979-9-23
0000138,Leonardo DiCaprio,1974-11-11
2225369,"Jennifer Lawrence
(III)",1990-8-15
0000658,Meryl Streep,1949-6-22
0000949,Cate Blanchett,1969-5-14
1726032,"Rob Morgan
(IV)",1973-2-24
1706767,Jonah Hill,1983-12-20
0753314,Mark Rylance,1960-1-18
1347153,"Tyler Perry
(I)",1969-9-14
3154303,Timothée Chalamet,1995-12-27
0000579,"Ron Perlman
(I)",1950-4-13
3812858,Ariana Grande,1993-6-26
3264596,Kid Cudi,1984-1-30
2797744,Himesh Patel,1990-10-13
0001491,Melanie Lynskey,1977-5-16
0004821,Michael Chiklis,1963-8-30
0803037,Tomer Sisley,1974-8-14
0002117,"Paul Guilfoyle
(II)",1949-4-28
0431451,"Robert Joy
(I)",1951-8-17
2110418,Gemma Chan,1982-11-29
0534635,"Richard Madden
(I)",1986-6-18
0001401,Angelina Jolie,1975-6-4
0000161,Salma Hayek,1966-9-2
3229685,Kit Harington,1986-12-26
3529685,Kumail Nanjiani,
7186321,Lia McHugh,
3109964,Brian Tyree Henry,1982-3-31
4248765,Lauren Ridloff,1978-4-6
4422686,Barry Keoghan,1992-10-17
3011350,Ma Dong-seok,1971-3-1
0665370,"Harish Patel
(I)",1953-7-5
0803889,Bill Skarsgård,1990-8-9
1896736,Haaz Sleiman,1976-7-1
12025537,Esai Daniel Cross,
4089170,Harry Styles,1994-2-1
13061684,"Alan Scott
(XLI)",
8992586,"Hannah Dodd
(III)",1995-5-17
0781981,Jason Segel,1980-1-18
2934314,"Lily Collins
(I)",1989-3-18
0687146,Jesse Plemons,1988-4-2
2077552,Omar Leyva,
0005351,"Ryan Reynolds
(I)",1976-10-23
3069650,Jodie Comer,1993-3-11
0169806,Taika Waititi,1975-8-16
2577076,"Lil Rel Howery
(I)",1979-12-17
6564737,Joe Keery,1992-4-24
2064295,Utkarsh Ambudkar,1983-12-8
1475594,Channing Tatum,1980-4-26
9619603,Aaron W Reed,
4162863,Britne Oldford,1992-7-23
8814069,Camille Kostek,1992-2-19
0481884,Mark Lainer,
10873230,"Mike Devine
(XIV)",
1053641,"Sophie Levy
(II)",
0779881,"Vernon Scott
(II)",
3608877,"Naheem Garcia
(I)",
3313805,Anabel Graetz,
8039101,Ric Plamenco,
5199565,Kenneth Israel,
0000008,"Marlon Brando
(I)
(1924–2004)",1924-4-3
0000199,"Al Pacino
(I)",1940-4-25
0001001,"James Caan
(I)",1940-3-26
0000473,Diane Keaton,1946-1-5
0144710,"Richard S. Castellano
(1933–1988)",1933-9-4
0000380,"Robert Duvall
(I)",1931-1-5
0001330,"Sterling Hayden
(I)
(1916–1986)",1916-3-26
0549134,"John Marley
(I)
(1907–1984)",1907-10-17
0002017,"Richard Conte
(I)
(1910–1975)",1910-3-24
0504803,"Al Lettieri
(1928–1975)",1928-2-24
0001820,"Abe Vigoda
(I)
(1921–2016)",1921-2-24
0001735,Talia Shire,1946-4-25
0751625,"Gianni Russo
(I)",1943-12-12
0001030,"John Cazale
(1935–1978)",1935-8-12
0094036,"Rudy Bond
(1912–1982)",1912-10-1
0553887,"Al Martino
(I)
(1927–2009)",1927-10-7
0455088,"Morgana King
(1930–2018)",1930-6-4
0598926,"Lenny Montana
(1926–1992)",1926-3-13
0512071,Vincent Lindon,1959-7-15
5777565,Agathe Rousselle,1988-6-14
4469165,Garance Marillier,1998-2-11
9593750,Laïs Salameh,
9793742,Mara Cisse,
12510150,Marin Judas,
8279922,Diong-Kéba Tacu,
4159235,Myriem Akheddiou,1978-9-27
0094274,Bertrand Bonello,1968-9-11
0141126,Céline Carrère,
12763716,Adèle Guigue,
12020078,Thibault Cathalifaud,
0296596,Dominique Frot,1957-8-23
6997926,Lamine Cissokho,
1211529,Florence Janas,
0418621,Frédéric Jardin,1968-5-24
12763717,Olivia Venner,
5630047,Thibault Villette,
0000932,Halle Berry,1966-8-14
0933940,"Patrick Wilson
(I)",1973-7-3
4263213,"John Bradley
(XXIV)",1988-9-15
4055138,"Charlie Plummer
(I)",1999-5-24
9531852,Wenwen Yu,
0671567,"Michael Peña
(III)",1976-1-13
3846494,Carolina Bartczak,
12051167,Zayn Maloney,
10012866,"Ava Weiss
(I)",
12289978,Hazel Nugent,
2937248,Chris Sandiford,1987-8-5
3388031,Jonathan Maxwell Silver,
2726710,Eme Ikwuakor,
0091505,Stephen Bogaert,0-9-9
0747114,Maxim Roy,1972-3-7
4509855,"Ryan Bommarito
(I)",
0270268,Kathleen Fee,
0000661,"Donald Sutherland
(I)",1935-7-17
3715867,Stephanie Beatriz,1981-2-10
1239720,María Cecilia Botero,1955-5-13
0000491,John Leguizamo,1964-7-22
8871347,"Mauro Castillo
(III)",1978-6-6
8731846,Jessica Darrow,1995-1-7
0148382,Angie Cepeda,1974-8-2
1333962,Carolina Gaitan,1984-4-4
4058898,Diane Guerrero,1986-7-21
0005519,Wilmer Valderrama,1980-1-30
7968341,Rhenzy Feliz,1997-10-26
7418176,Ravi Cabot-Conyers,2011-2-12
4624481,Adassa,1987-2-5
8349062,Maluma,1994-1-28
0692419,Rose Portillo,1953-11-7
13117200,Noemi Josefina Flores,
4222238,"Juan Castano
(I)",1989-3-16
7362703,Sarah-Nicole Robles,1991-12-20
0253476,Hector Elias,1941-9-24
0000553,Liam Neeson,1952-6-7
0001644,"Aidan Quinn
(I)",1959-3-8
4973896,Taylor John Smith,
8287501,Emmy Raver-Lampman,1988-9-5
1834096,Claire van der Boom,
0832227,Yael Stone,1985-3-6
7689675,"Andrew Shaw
(XI)",
9821349,Zac Lemons,
12388161,Gabriella Sengos,
1039877,Tim Draxl,1981-10-8
2984397,Georgia Flood,
1363122,Caroline Brazier,1970-0-0
10628313,Mel Jarnson,1998-2-1
8490640,Sunny S. Walia,
2122539,Linc Hasler,
2766774,Anthony J. Sharpe,
6303932,Cam Faull,
0046591,Jasper Bagg,
1500155,Robert Pattinson,1986-5-13
0000353,Willem Dafoe,1955-7-22
10840078,Valeriia Karaman,1994-8-15
11125041,"Logan Hawkes
(V)",
5777181,Kyla Nicolle,
0164996,"Shaun Clarke
(I)
(1957–2020)",1957-7-18
2652673,"Pierre Richard
(V)",
1860965,Preston Hudson,
2496005,Jeffrey Cruts,
8257932,Sully Seagull,
0000190,Matthew McConaughey,1969-11-4
0000702,Reese Witherspoon,1976-3-22
0532235,Seth MacFarlane,1973-10-26
0424060,Scarlett Johansson,1984-11-22
0000604,"John C. Reilly
(I)",1965-5-24
5473782,Taron Egerton,1989-11-10
1812991,"Tori Kelly
(I)",1992-12-14
0766837,"Jennifer Saunders
(I)",1958-7-6
1617685,"Jennifer Hudson
(I)",1981-9-12
1134029,Garth Jennings,1972-0-0
0784818,Peter Serafinowicz,1972-7-10
1802209,Nick Kroll,1978-6-5
3080722,Beck Bennett,
3982894,Jay Pharoah,1987-10-14
0644406,"Nick Offerman
(I)",1970-6-26
0428656,"Leslie Jones
(II)",1967-9-7
0674231,Rhea Perlman,1948-3-31
0628170,Laraine Newman,1952-3-2
0010938,"Eboni Adams
(I)",
7522451,Kara Dyan Whitfield,
4650285,Fanny Rosen,
0063769,Charlie Bean,1970-8-10
13387173,Jake Bercovici,
0742502,Zachary Rosencrantz,1975-2-16
0129456,"Andrew Calder
(I)",1964-3-20
3688363,Anca Tiribeja,
2856960,Alberto Mielgo,
13551287,"John Duffin
(II)",
0000226,"Will Smith
(I)",1968-9-25
0001467,Jared Leto,1971-12-26
3053338,Margot Robbie,1990-7-2
0205626,"Viola Davis
(I)",1965-8-11
2968738,Jaime FitzSimons,
0054697,Ike Barinholtz,1977-2-18
0246024,"Christopher Dyson
(I)",1978-8-27
2262926,Bambadjan Bamba,1982-1-30
0926471,Ted Whittall,
1092086,"David Harbour
(I)",1975-4-10
0235960,Robin Atkin Downes,1976-9-6
0448302,Robert B. Kennedy,
0652893,Billy Otis,
5666795,Shailyn Pierre-Dixon,2003-6-1
0569651,"James McGowan
(I)",1960-5-30
1747924,Jim Parrack,1981-2-8
5770636,Derek Perks,
0996669,Common,1972-3-13
3154303,Timothée Chalamet,1995-12-27
0272581,"Rebecca Ferguson
(I)",1983-10-19
3918035,Zendaya,1996-9-1
1209966,"Oscar Isaac
(I)",1979-3-9
0597388,Jason Momoa,1979-8-1
0001745,Stellan Skarsgård,1951-6-13
0376610,Stephen McKinley Henderson,1949-8-31
0000982,Josh Brolin,1968-2-12
0000849,Javier Bardem,1969-3-1
1004267,Sharon Duncan-Brewster,1976-2-8
0151654,"Chang Chen
(III)",1976-10-14
1176985,Dave Bautista,1969-1-18
2810287,David Dastmalchian,1975-7-21
0001648,Charlotte Rampling,1946-2-5
2129802,Babs Olusanmokun,
7064768,Benjamin Clémentine,
0267256,Souad Faress,
0742929,Golda Rosheuvel,
2309517,Armie Hammer,1986-8-28
3154303,Timothée Chalamet,1995-12-27
0836121,Michael Stuhlbarg,1968-7-5
0142972,Amira Casar,1971-5-1
1081257,Esther Garrel,1991-2-18
4973460,Victoire Du Bois,
8747928,Vanda Capriolo,
8747929,Antonio Rimoldi,
1997283,Elena Bucci,
2000106,Marco Sgrosso,
6056595,André Aciman,
0817379,Peter Spears,
8787712,Maria Caggianelli Villani,
0000081,"Natalie Wood
(I)
(1938–1981)",1938-7-20
0001995,George Chakiris,1932-9-16
0000937,Richard Beymer,1939-2-20
0848560,Russ Tamblyn,1934-12-30
0001549,"Rita Moreno
(I)",1931-12-11
0643000,"Simon Oakland
(1915–1983)",1915-8-28
0321982,"Ned Glass
(1906–1984)",1906-4-1
0104245,"William Bramley
(I)
(1928–1985)",1928-4-18
0810233,"Tucker Smith
(I)
(1936–1988)",1936-4-24
0603286,Tony Mordente,1935-12-3
0200597,"David Winters
(I)
(1939–2019)",1939-4-5
0270914,Eliot Feld,1942-7-5
0584290,"Bert Michaels
(I)",1943-12-22
0063774,"David Bean
(I)",1939-12-4
0051551,"Robert Banas
(I)",1933-9-22
0853531,"Anthony 'Scooter' Teague
(1940–1989)",1940-1-4
0262823,"Harvey Evans
(I)
(1941–2021)",1941-1-7
0008065,"Tommy Abbott
(1934–1987)",1934-11-4
5057169,Thomasin McKenzie,2000-7-26
5896355,Anya Taylor-Joy,1996-4-16
1741002,"Matt Smith
(XI)",1982-10-28
0001671,"Diana Rigg
(I)
(1938–2020)",1938-7-20
4216045,Aimee Cassettari,
0878240,Rita Tushingham,1942-3-14
0532067,Colin Mace,
3915767,Michael Ajao,
8357122,Synnove Karlsen,
9438171,Jessie Mei Li,1995-8-27
6204053,Kassius Nelson,
7055742,Rebecca Harrod,
10417728,"Alan Mahon
(II)",
9692021,Connor Calland,1997-1-28
0572965,Pauline McLynn,1962-7-11
9831802,Josh Zaré,
0000654,Terence Stamp,1938-7-22
1242080,Jacqui-Lee Pryce,1974-2-25
8402992,Daisy Edgar-Jones,1998-5-24
1659221,Sebastian Stan,1982-8-13
6851510,Jojo T. Gibbs,
4490375,Andrea Bang,
3912883,Dayo Okeniyi,1988-6-14
3114649,Charlotte Le Bon,1986-9-4
2322192,Brett Dier,1990-2-14
7258379,Alina Maris,
1372589,William Belleau,
10832182,Lachlan Quarmby,
8761380,Sunghee Lapell,
4478640,Arghavan Jenati,
0408948,Anthony F. Ingram,1966-11-27
10223543,Frances Leigh,
9706622,Lance Birley,
0182099,"Joe Costa
(VI)",
5025950,"Larry Hoe
(I)",
4339274,"Scott McGrath
(III)",
0000288,Christian Bale,1974-1-30
0857620,Justin Theroux,1971-8-10
0524197,"Josh Lucas
(I)",1971-6-20
0756083,"Bill Sage
(I)",1962-4-3
0001721,Chloë Sevigny,1974-11-18
0000702,Reese Witherspoon,1976-3-22
0000526,"Samantha Mathis
(I)",1970-5-12
0743671,"Matt Ross
(I)",1970-1-3
0001467,Jared Leto,1971-12-26
0000353,Willem Dafoe,1955-7-22
0786806,"Cara Seymour
(I)",1964-1-6
0877587,Guinevere Turner,1968-5-23
0091505,Stephen Bogaert,0-9-9
0576702,Monika Meier,
0146146,"Reg E. Cathey
(1958–2018)",1958-8-18
0930127,"Blair Williams
(I)",
0198695,Marie Dame,
0366003,Kelley Harron,
6076229,Alana Haim,1991-12-15
11866274,Cooper Hoffman,
0000576,"Sean Penn
(I)",1960-8-17
0001823,Tom Waits,1949-12-7
13097991,Will Angarola,
13097973,Griff Giacchino,
5928079,"James Kelley
(XIII)",
13165571,Dexter Demme,
13165572,River Cornwell,
13165573,Harrison Bray,
0818587,"Sasha Spielberg
(I)",1990-5-14
13165574,Karissa Reynafarje,
13165575,Savannah Ioakimedes,
13165576,Dorie Samovitz,
7473839,"Anna Cordell
(I)",
0814114,"Adam Somner
(I)",
4326281,Joshua Carl Allen,
0388477,Patrick Hoelck,
0000243,"Denzel Washington
(I)",1954-12-28
0000531,Frances McDormand,1957-6-23
1307435,Alex Hassell,1980-9-17
1584487,Bertie Carvel,1977-9-6
0322407,Brendan Gleeson,1955-3-29
3659660,"Corey Hawkins
(II)",1988-10-22
0577982,"Harry Melling
(I)",1989-3-13
0027215,"Miles Anderson
(I)",1947-10-23
5090093,"Matt Helm
(IV)",
9458718,Moses Ingram,
0402898,Kathryn Hunter,1957-4-9
0836954,Scott Subiono,
0859921,"Brian Thompson
(I)",1959-8-28
5212070,"Lucas Barker
(I)",
0740535,"Stephen Root
(I)",1951-11-17
3711953,"Robert Gilbert
(IX)",
7698748,Ethan Hutchison,2010-9-7
5699472,"James Udom
(I)",
1297015,"Emma Stone
(III)",1988-11-6
0000668,"Emma Thompson
(I)",1959-4-15
2181128,"Joel Fry
(II)",
3236159,Paul Walter Hauser,1986-10-15
2312391,"John McCrea
(II)",
2387806,Emily Beecham,1984-5-12
0835016,"Mark Strong
(II)",1963-8-5
1315378,Kayvan Novak,1978-11-23
4624730,Kirby Howell-Baptiste,
5857152,Jamie Demetriou,
11070112,"Niamh Lynch
(II)",
4942550,"Andrew Leung
(III)",
4963600,"Ed Birch
(I)",
9245821,"Dylan Lowe
(II)",
0063311,Paul Bazely,
6554076,Abraham Popoola,
1095324,Leo Bill,1980-8-31
2915509,Ninette Finch,
0819850,Cole Sprouse,1992-8-4
0103785,Zach Braff,1975-4-6
0940974,"Peter Woodward
(I)",1956-1-24
4731139,Henson Milam,
4965072,Lukas Gage,1995-5-28
9109723,Sarah Stipe,
3813298,Kabby Borders,
7093076,Lana Condor,1997-5-11
2864252,Mason Gooding,1996-11-14
7738736,Drez Ryan,
0010837,"Christine Adams
(I)",1974-8-15
6705372,Chelsea Alana Rivera,
6185683,"Emily Rudd
(I)",
13536500,Jac Huberman,
8620050,Najah Bradley,
5891786,Kathrine Barnes,1990-11-25
2345104,Michelle Buteau,1977-7-24
5924098,"Cameron Esposito
(I)",1981-10-17
3078932,Lady Gaga,1986-3-28
3485845,"Adam Driver
(I)",1983-11-19
0000199,"Al Pacino
(I)",1940-4-25
0000460,Jeremy Irons,1948-9-19
0001467,Jared Leto,1971-12-26
1658935,Jack Huston,1982-12-7
0000161,Salma Hayek,1966-9-2
1001515,Alexia Murray,
0516020,Vincent Riotta,1959-1-3
1614523,"Gaetano Bruno
(I)",1973-7-26
1891185,Camille Cottin,1978-12-1
1454881,Youssef Kerkour,1978-6-9
0138840,Reeve Carney,1983-4-18
12384182,Florence Andrews,
0623854,Mehdi Nebbou,1971-1-10
6221923,Miloud Mourad Benamara,1977-10-28
0682123,Andrea Piedimonte Bodini,1971-0-0
0849135,Vincenzo Tanassi,
12666304,Leon Ung,
1981893,Riz Ahmed,1982-12-1
0080438,"Sudha Bhuchar
(I)",1954-0-0
7703116,Nikkita Chadha,
2697883,Taru Devani,1951-4-22
8701411,Asmara Gabrielle,
9404110,Marissa Hussain,
4464722,Hugo Nicholson,
4234659,Hussina Raja,
7578896,Ambreen Razia,
5121064,Reynah Rita,
9169920,Rish Shah,
0502342,Bethany Joy Lenz,1981-4-2
